time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1992-10-18T15:11:59.110Z,7.075,-76.862,10,7.2,mwb,,,,1.3,us,usp0005fha,2017-04-26T17:47:10.064Z,"northern Colombia",earthquake,,,,,reviewed,us,us
1992-10-11T19:24:26.290Z,-19.247,168.948,129,7.4,mw,,,,1.1,us,usp0005f79,2017-04-26T17:47:07.004Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
1992-09-02T00:16:01.690Z,11.742,-87.34,44.8,7.7,mw,,,,1.3,us,usp0005ddn,2018-10-17T17:06:40.986Z,"near the coast of Nicaragua",earthquake,,,,,reviewed,us,hrv
1992-08-19T02:04:37.410Z,42.142,73.575,27.4,7.3,mwb,,,,1.1,us,usp0005cq0,2017-04-26T17:46:58.779Z,"Kyrgyzstan",earthquake,,,,,reviewed,us,us
1992-07-11T10:44:19.760Z,-22.483,-178.413,377.2,7.2,mw,,,,1.1,us,usp0005ap1,2016-11-10T00:40:07.190Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,hrv
1992-06-28T11:57:34.130Z,34.2,-116.437,-0.097,7.3,mw,0,43.4,,0.194,ci,ci3031111,2019-10-18T03:09:09.708Z,"Landers, California Earthquake",earthquake,,0.31,,0,reviewed,ci,ci
1992-05-27T05:13:38.810Z,-11.122,165.239,18.8,7,mw,,,,0.9,us,usp000585d,2017-04-26T17:46:45.925Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,hrv
1992-05-17T10:15:31.310Z,7.191,126.762,33,7.3,mwb,,,,1.1,us,usp00057gv,2017-04-26T17:46:41.606Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1992-05-17T09:49:19.110Z,7.239,126.645,32.8,7.1,mw,,,,1.2,us,usp00057gu,2017-04-26T17:46:40.995Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1992-05-15T07:05:05.340Z,-6.075,147.572,58,7.2,mw,,,,1.1,us,usp00057d0,2017-04-26T17:46:38.546Z,"eastern New Guinea region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1992-04-25T18:06:05.180Z,40.3353333,-124.2286667,9.856,7.2,mh,9,115,0.1072,0.07,nc,nc269151,2018-11-09T19:03:06.380Z,"20km SSW of Rio Dell, California",earthquake,0.33,0.64,,0,reviewed,nc,nc
1991-12-27T04:05:58.240Z,-56.032,-25.266,10,7.2,mw,,,,1.4,us,usp000510y,2016-11-10T00:56:31.088Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,hrv
1991-12-22T08:43:13.410Z,45.533,151.021,24.7,7.6,mw,,,,0.9,us,usp00050sq,2018-10-17T17:06:33.931Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
1991-11-19T22:28:51.090Z,4.554,-77.442,21.3,7.2,mw,,,,1.2,us,usp0004zbt,2017-04-26T17:46:10.996Z,"near the west coast of Colombia",earthquake,,,,,reviewed,us,hrv
1991-10-14T15:58:12.790Z,-9.094,158.442,23.4,7.2,mw,,,,1.3,us,usp0004xtq,2017-04-26T17:46:03.982Z,"Solomon Islands",earthquake,,,,,reviewed,us,hrv
1991-09-30T00:21:46.410Z,-20.878,-178.591,566.4,7,mw,,,,1,us,usp0004x7f,2016-11-10T00:47:27.954Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
1991-08-17T22:17:09.970Z,41.679,-125.856,1.303,7,mh,90,295,1.473,0.09,nc,nc228064,2016-12-18T14:45:52.534Z,"136km WSW of Brookings, Oregon",earthquake,1.73,11.06,,0,reviewed,nc,nc
1991-07-06T12:19:49.560Z,-13.108,-72.187,104.5,7,mwb,,,,1.2,us,usp0004tuc,2017-04-26T17:45:51.647Z,"central Peru",earthquake,,,,,reviewed,us,us
1991-06-23T21:22:28.940Z,-26.802,-63.349,558,7.3,mw,,,,1,us,usp0004taw,2016-11-10T00:38:28.078Z,"Santiago Del Estero, Argentina",earthquake,,,,,reviewed,us,hrv
1991-06-20T05:18:52.510Z,1.196,122.787,31.4,7.5,mw,,,,1.2,us,usp0004t6g,2018-10-17T17:06:26.292Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
1991-06-09T07:45:02.130Z,-20.252,-176.218,265.5,7,mw,,,,1,us,usp0004sq2,2016-11-10T00:37:13.738Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
1991-05-30T13:17:41.970Z,54.567,-161.606,28.4,7,mw,,,,1.1,us,usp0004s9h,2016-11-10T00:36:28.418Z,"Alaska Peninsula",earthquake,,,,,reviewed,us,hrv
1991-05-19T00:58:01.730Z,1.156,122.957,33,7,mw,,,,1.2,us,usp0004ru5,2017-04-26T17:45:40.306Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,nc
1991-04-29T09:12:48.100Z,42.453,43.673,17.2,7,mw,,,,1.2,us,usp0004qza,2017-04-26T17:45:35.491Z,"Georgia (Sak'art'velo)",earthquake,,,,,reviewed,us,hrv
1991-04-22T21:56:51.820Z,9.685,-83.073,10,7.6,mw,,,,1.2,us,usp0004qpg,2018-10-17T17:06:19.555Z,"Costa Rica",earthquake,,,,,reviewed,us,hrv
1991-04-05T04:19:49.520Z,-5.982,-77.094,19.8,7.1,mw,,,,1,us,usp0004pyn,2017-04-26T17:45:28.642Z,"northern Peru",earthquake,,,,,reviewed,us,par
1991-02-18T02:37:25.120Z,8.87,126.48,23.9,7,mw,,,,1.3,us,usp0004n2a,2017-04-26T17:45:18.456Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1991-01-05T14:57:11.590Z,23.613,95.901,19.7,7,mw,,,,1.3,us,usp0004k8g,2017-04-26T17:45:07.329Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1990-12-30T19:14:18.930Z,-5.097,150.967,178.6,7.5,mw,,,,1.2,us,usp0004k00,2018-10-17T17:06:10.213Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1990-11-06T20:14:29.740Z,53.452,169.871,24.8,7.1,mw,,,,0.9,us,usp0004gkj,2016-11-10T00:51:10.434Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,,reviewed,us,hrv
1990-10-17T14:30:13.160Z,-10.97,-70.776,598.8,7,mw,,,,1,us,usp0004fv5,2016-11-10T00:49:16.385Z,"Peru-Brazil border region",earthquake,,,,,reviewed,us,nc
1990-08-12T21:25:21.950Z,-19.435,169.132,140.4,7.1,mw,,,,1.1,us,usp0004dad,2017-04-26T17:44:36.453Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
1990-07-27T12:37:59.550Z,-15.355,167.464,125.7,7.2,mw,,,,1,us,usp0004cm6,2017-04-26T17:44:32.857Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
1990-07-16T07:26:34.610Z,15.679,121.172,25.1,7.7,mw,,,,1.1,us,usp0004bxs,2017-04-26T17:44:26.900Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1990-06-20T21:00:09.980Z,36.957,49.409,18.5,7.4,mw,,,,1.2,us,usp0004arq,2017-04-26T17:44:22.608Z,"northern Iran",earthquake,,,,,reviewed,us,hrv
1990-06-14T07:40:56.210Z,11.76,121.899,18.1,7.1,mw,,,,1.2,us,usp0004ag6,2017-04-26T17:44:20.092Z,"Panay, Philippines",earthquake,,,,,reviewed,us,hrv
1990-05-30T10:40:06.140Z,45.841,26.668,89.3,7,mw,,,,1,us,usp00049yk,2017-04-26T17:44:15.386Z,"Romania",earthquake,,,,,reviewed,us,hrv
1990-05-24T20:09:23.240Z,-7.363,120.363,588.9,7.1,mw,,,,0.9,us,usp00049qg,2016-11-10T00:35:53.437Z,"Flores Sea",earthquake,,,,,reviewed,us,hrv
1990-05-24T20:00:08.190Z,5.358,31.848,16,7.1,mw,,,,1,us,usp00049qe,2017-04-26T17:44:09.757Z,"Sudan",earthquake,,,,,reviewed,us,hrv
1990-05-20T02:22:01.620Z,5.121,32.145,14.9,7.2,mw,,,,1.1,us,usp00049hf,2017-04-26T17:44:07.962Z,"Sudan",earthquake,,,,,reviewed,us,nc
1990-05-12T04:50:08.710Z,49.037,141.847,605.7,7.2,mw,,,,0.8,us,usp000496v,2016-11-10T00:34:20.463Z,"Tatar Strait, Russia",earthquake,,,,,reviewed,us,hrv
1990-04-18T13:39:19.010Z,1.186,122.857,25.7,7.8,mw,,,,1.2,us,usp000482z,2018-10-17T17:06:00.367Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,par
1990-04-05T21:12:35.550Z,15.125,147.596,11.4,7.6,mw,,,,1.2,us,usp00047gj,2018-10-17T17:03:20.685Z,"Mariana Islands region",earthquake,,,,,reviewed,us,par
1990-03-25T13:22:55.600Z,9.919,-84.808,22.2,7.3,mw,,,,1.1,us,usp0004720,2017-04-26T17:43:47.930Z,"Costa Rica",earthquake,,,,,reviewed,us,hrv
1990-03-05T16:38:12.570Z,-18.318,168.063,20.7,7.1,mw,,,,1.2,us,usp000467e,2017-04-26T17:43:44.515Z,"Vanuatu",earthquake,,,,,reviewed,us,nc
1990-03-03T12:16:27.960Z,-22.122,175.163,33.2,7.6,mw,,,,1.3,us,usp000464d,2016-11-10T00:27:40.187Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,hrv
1989-12-15T18:43:45.030Z,8.337,126.729,24.4,7.6,mw,,,,1.4,us,usp000433j,2017-04-26T17:43:31.020Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1989-12-07T13:38:44.850Z,-6.436,146.383,104.4,7.1,mw,,,,0.9,us,usp00042ug,2017-04-26T17:43:28.231Z,"eastern New Guinea region, Papua New Guinea",earthquake,,,,,reviewed,us,nc
1989-11-01T18:25:34.940Z,39.837,142.76,28.6,7.4,mw,,,,1.1,us,usp00041kg,2017-04-26T17:43:21.677Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
1989-09-04T13:14:58.250Z,55.543,-156.835,11.4,7.1,mw,,,,1.2,us,usp0003z7h,2018-06-04T20:43:45.000Z,"south of Alaska",earthquake,,,,,reviewed,us,hrv
1989-05-14T00:59:50.450Z,-30.523,-178.414,43.8,7,mw,,,,1.1,us,usp0003v79,2016-11-10T00:34:42.307Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,par
1989-05-05T18:28:39.450Z,-8.281,-71.381,593.4,7.1,mw,,,,1,us,usp0003uxu,2016-11-10T00:33:32.869Z,"Acre, Brazil",earthquake,,,,,reviewed,us,hrv
1989-02-10T11:15:24.680Z,2.305,126.76,44,7.1,mw,,,,1.3,us,usp0003rqq,2017-04-26T17:42:38.281Z,"Molucca Sea",earthquake,,,,,reviewed,us,hrv
1988-11-06T13:03:19.340Z,22.789,99.611,17.8,7.7,mw,,,,1.6,us,usp0003nks,2017-04-26T17:42:22.171Z,"Myanmar-China border region",earthquake,,,,,reviewed,us,nc
1988-10-08T04:46:24.530Z,-18.771,-172.415,35.2,7.1,mw,,,,1,us,usp0003mmh,2016-11-10T00:48:19.922Z,"Tonga region",earthquake,,,,,reviewed,us,hrv
1988-08-10T04:38:26.170Z,-10.366,160.819,34,7.6,mw,,,,1.5,us,usp0003jtm,2017-04-26T17:42:10.182Z,"Solomon Islands",earthquake,,,,,reviewed,us,hrv
1988-08-06T00:36:24.650Z,25.149,95.127,90.5,7.3,mw,,,,1.1,us,usp0003jpw,2017-04-26T17:42:09.597Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
1988-07-25T06:46:06.690Z,-6.081,133.667,27.7,7,mw,,,,1,us,usp0003j6r,2017-04-26T17:42:08.417Z,"Kepulauan Aru region, Indonesia",earthquake,,,,,reviewed,us,nc
1988-07-23T15:17:08.180Z,-6.526,152.779,16.6,7,mw,,,,0.9,us,usp0003j4t,2016-11-10T00:41:02.822Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1988-04-12T23:19:55.570Z,-17.192,-72.305,33.1,7.1,mw,,,,1.2,us,usp0003ezg,2017-04-26T17:41:55.443Z,"near the coast of southern Peru",earthquake,,,,,reviewed,us,hrv
1988-03-06T22:35:38.140Z,56.953,-143.032,10,7.8,mw,,,,,us,usp0003dnb,2019-03-28T19:56:41.815Z,"Gulf of Alaska",earthquake,,,,,reviewed,ags,hrv
1988-02-24T03:52:03.290Z,13.477,124.616,24.9,7.3,mw,,,,1,us,usp0003da3,2017-04-26T17:41:47.523Z,"Catanduanes, Philippines",earthquake,,,,,reviewed,us,hrv
1988-02-05T14:01:02.750Z,-24.753,-70.433,36.9,7.2,mw,,,,1.1,us,usp0003crv,2017-04-26T17:41:42.492Z,"Antofagasta, Chile",earthquake,,,,,reviewed,us,hrv
1988-01-19T07:30:31.860Z,-24.71,-70.568,33,7,mw,,,,1.3,us,usp0003c61,2017-04-26T17:41:38.443Z,"Antofagasta, Chile",earthquake,,,,,reviewed,us,nc
1987-11-30T19:23:19.590Z,58.679,-142.786,10,7.9,mw,,,,,us,usp0003aq8,2019-03-28T19:55:10.837Z,"Gulf of Alaska",earthquake,,,,,reviewed,spe,hrv
1987-10-16T20:48:01.640Z,-6.266,149.06,47.8,7.4,mw,,,,1.2,us,usp00039av,2017-04-26T17:41:25.550Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1987-10-12T13:57:04.790Z,-7.288,154.371,24.7,7,mw,,,,1.1,us,usp000396s,2017-04-26T17:41:24.919Z,"Bougainville region, Papua New Guinea",earthquake,,4.8,,,reviewed,us,hrv
1987-10-06T04:19:06.080Z,-17.94,-172.225,16,7.3,mw,,,,1,us,usp000390n,2016-11-10T00:48:00.614Z,"Tonga region",earthquake,,,,,reviewed,us,nc
1987-09-03T06:40:13.910Z,-58.893,158.513,33,7.4,mw,,,,1,us,usp000381s,2016-11-10T00:44:51.382Z,"Macquarie Island region",earthquake,,,,,reviewed,us,hrv
1987-08-08T15:48:56.750Z,-19.022,-69.991,69.7,7.2,mw,,,,1.1,us,usp00037c3,2017-04-26T17:41:13.912Z,"Tarapaca, Chile",earthquake,,,,,reviewed,us,hrv
1987-06-17T01:32:53.720Z,-5.577,130.791,67.3,7.1,mw,,,,1.1,us,usp00035ur,2016-11-10T00:37:53.799Z,"Banda Sea",earthquake,,,,,reviewed,us,hrv
1987-04-01T01:48:08.520Z,-22.767,-66.205,248.7,7,mw,,,,1.1,us,usp00033th,2016-11-10T00:30:20.489Z,"Jujuy, Argentina",earthquake,,,,,reviewed,us,hrv
1987-03-06T04:10:41.960Z,0.151,-77.821,10,7.2,mw,,,,1.2,us,usp000330w,2017-04-26T17:40:45.750Z,"Colombia-Ecuador border region",earthquake,,,,,reviewed,us,hrv
1987-03-05T10:55:12.350Z,-24.495,-70.701,34.8,7,mw,,,,1.2,us,usp0003308,2017-04-26T17:40:44.599Z,"near the coast of Antofagasta, Chile",earthquake,,,,,reviewed,us,hrv
1987-03-05T09:17:05.280Z,-24.388,-70.161,62.3,7.6,mw,,,,1.2,us,usp0003304,2017-04-26T17:40:44.001Z,"Antofagasta, Chile",earthquake,,,,,reviewed,us,hrv
1987-02-08T18:33:58.390Z,-6.088,147.689,54.9,7.4,ms,,,,1.3,us,usp000329h,2017-04-26T17:40:39.394Z,"eastern New Guinea region, Papua New Guinea",earthquake,,6.6,,21,reviewed,us,us
1987-01-30T22:29:42.090Z,-60.063,-26.916,47.6,7,mw,,,,1.4,us,usp000321p,2016-11-10T00:25:00.433Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,nc
1986-11-14T21:20:10.550Z,23.901,121.574,33.8,7.4,mw,,,,1.2,us,usp0003009,2018-07-02T17:25:53.736Z,"Taiwan",earthquake,,,,,reviewed,us,hrv
1986-10-30T01:28:54.590Z,-21.702,-176.616,188.1,7.2,mw,,,,0.9,us,usp0002zgu,2017-04-26T17:40:20.294Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
1986-10-20T06:46:09.980Z,-28.117,-176.367,29.1,7.7,mw,,,,1.2,us,usp0002z3j,2016-11-10T00:49:31.337Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,hrv
1986-08-30T21:28:35.450Z,45.547,26.316,132.3,7.2,mw,,,,1.1,us,usp0002xpm,2017-04-26T17:40:09.308Z,"Romania",earthquake,,,,,reviewed,us,hrv
1986-08-14T19:39:13.670Z,1.795,126.519,33,7.5,mw,,,,1.4,us,usp0002x57,2017-04-26T17:40:06.840Z,"Molucca Sea",earthquake,,,,,reviewed,us,hrv
1986-06-24T03:11:30.930Z,-4.448,143.943,102.3,7.2,mw,,,,1,us,usp0002vbr,2017-04-26T17:39:56.949Z,"New Guinea, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1986-06-16T10:48:25.780Z,-22.037,-178.925,547,7.1,mw,,,,1.1,us,usp0002v3n,2016-11-10T00:37:49.164Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,nc
1986-05-26T19:06:15.990Z,-20.19,178.86,538.3,7.1,mw,,,,0.9,us,usp0002uf4,2016-11-10T00:36:07.717Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,hrv
1986-05-07T22:47:10.870Z,51.52,-174.776,33,8,mw,,,,1.1,us,usp0002tmu,2018-06-04T20:43:45.000Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv
1986-04-30T07:07:18.120Z,18.404,-102.973,26.5,7,mw,,,,1.2,us,usp0002tcb,2017-04-26T17:39:48.888Z,"Michoacan, Mexico",earthquake,,,,,reviewed,us,nc
1986-01-15T20:17:42.710Z,-21.277,170.102,150,7.1,mw,,,,1.2,us,usp0002q31,2015-05-13T18:53:23.000Z,"southeast of the Loyalty Islands",earthquake,,,,,reviewed,us,hrv
1985-12-21T01:13:22.410Z,-13.966,166.516,43,7.1,mw,,,,1.2,us,usp0002p4n,2017-04-26T17:39:31.826Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
1985-11-28T03:49:54.150Z,-13.987,166.185,33,7,mw,,,,1.1,us,usp0002nae,2017-04-26T17:39:28.714Z,"Vanuatu",earthquake,,,,,reviewed,us,nc
1985-11-28T02:25:42.340Z,-14.043,166.24,33,7,mw,,,,1,us,usp0002na9,2016-11-10T00:04:48.134Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
1985-11-17T09:40:21.290Z,-1.639,134.911,10,7.1,mw,,,,1.4,us,usp0002mvw,2017-04-26T17:39:25.562Z,"near the north coast of Papua, Indonesia",earthquake,,,,,reviewed,us,nc
1985-09-21T01:37:13.470Z,17.802,-101.647,30.8,7.6,mw,,,,1.2,us,usp0002jyp,2017-04-26T17:39:15.857Z,"Guerrero, Mexico",earthquake,,4.9,,,reviewed,us,hrv
1985-09-19T13:17:47.350Z,18.19,-102.533,27.9,8,mw,,,,1.3,us,usp0002jwe,2018-02-15T02:39:09.214Z,"Michoacan, Mexico",earthquake,,3.8,,,reviewed,us,hrv
1985-08-23T12:41:56.160Z,39.431,75.224,6.8,7,mw,,,,1.2,us,usp0002j21,2017-04-26T17:39:10.242Z,"southern Xinjiang, China",earthquake,,,,,reviewed,us,hrv
1985-07-29T07:54:44.070Z,36.19,70.896,98.7,7.4,mw,,,,1,us,usp0002h5z,2017-04-26T17:39:04.008Z,"Hindu Kush region, Afghanistan",earthquake,,3.8,,,reviewed,us,hrv
1985-07-03T04:36:51.730Z,-4.439,152.828,33,7.3,mw,,,,1,us,usp0002gc3,2017-04-26T17:38:59.687Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,nc
1985-05-10T15:35:50.590Z,-5.599,151.045,26.7,7.2,mw,,,,1.3,us,usp0002en1,2017-04-26T17:38:54.843Z,"New Britain region, Papua New Guinea",earthquake,,3.3,,,reviewed,us,hrv
1985-04-23T16:15:12.020Z,15.344,120.61,188.4,7,mw,,,,1.1,us,usp0002e2z,2017-04-26T17:38:50.460Z,"Luzon, Philippines",earthquake,,2,,,reviewed,us,nc
1985-04-13T03:00:06.780Z,1.622,126.411,50.7,7,mw,,,,1.2,us,usp0002drr,2016-11-10T00:31:24.993Z,"Molucca Sea",earthquake,,,,,reviewed,us,nc
1985-04-09T01:56:59.480Z,-34.131,-71.618,37.8,7.2,mw,,,,1.1,us,usp0002dm4,2017-04-26T17:38:47.999Z,"Libertador General Bernardo O'Higgins, Chile",earthquake,,,,,reviewed,us,nc
1985-03-04T00:32:21.870Z,-33.207,-71.663,33,7.4,mw,,,,1,us,usp0002cd3,2017-04-26T17:38:36.157Z,"Valparaiso, Chile",earthquake,,,,,reviewed,us,hrv
1985-03-03T22:47:07.280Z,-33.135,-71.871,33,8,mw,,,,1,us,usp0002ccz,2018-03-12T16:55:28.418Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,us,hrv
1984-11-20T08:15:16.230Z,5.167,125.124,202.2,7.5,mw,,,,1.3,us,usp000297p,2017-04-26T17:38:17.589Z,"Mindanao, Philippines",earthquake,,2.6,,,reviewed,us,hrv
1984-11-17T06:49:30.020Z,0.197,98.027,33,7.1,mw,,,,1.1,us,usp000294z,2017-04-26T17:38:16.309Z,"Nias region, Indonesia",earthquake,,,,,reviewed,us,hrv
1984-11-15T02:46:19.880Z,-22.022,170.95,104.7,7.1,mw,,,,1,us,usp000292p,2016-11-10T00:52:07.618Z,"southeast of the Loyalty Islands",earthquake,,,,,reviewed,us,nc
1984-11-01T04:48:50.270Z,8.185,-38.794,10,7.1,mw,,,,1,us,usp00028pr,2016-11-10T00:50:38.010Z,"central Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,nc
1984-10-15T10:21:07.500Z,-15.86,-173.643,128.4,7.2,mw,,,,1.2,us,usp000286c,2016-11-10T00:49:01.567Z,"Tonga",earthquake,,,,,reviewed,us,nc
1984-08-06T12:01:52.400Z,-0.086,122.517,242.3,7.4,mw,,,,1.2,us,usp000268f,2017-04-26T17:38:02.647Z,"Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
1984-05-30T07:49:43.660Z,-4.843,151.577,174.4,7.1,mw,,,,1.2,us,usp00024qw,2017-04-26T17:37:51.214Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1984-03-24T09:44:02.600Z,44.117,148.192,44.4,7.2,mw,,,,1.2,us,usp00022y2,2017-04-13T21:56:21.921Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
1984-03-19T20:28:38.240Z,40.32,63.35,14.5,7,mw,,,,0.9,us,usp00022s5,2017-04-26T17:37:38.256Z,"western Uzbekistan",earthquake,,,,,reviewed,us,nc
1984-03-06T02:17:21.260Z,29.384,138.935,457.4,7.4,mw,,,,1,us,usp00022fa,2017-04-13T21:56:20.952Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,hrv
1984-03-05T03:33:50.990Z,8.147,123.762,649.1,7.3,mw,,,,0.9,us,usp00022es,2016-11-10T00:27:50.591Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1984-02-07T21:33:21.490Z,-10.012,160.469,18.1,7.6,mw,,,,1.4,us,usp00021u7,2017-04-26T17:37:29.995Z,"Solomon Islands",earthquake,,,,,reviewed,us,hrv
1984-01-08T15:24:13.560Z,-2.823,118.806,33,7,mw,,,,1.3,us,usp000213u,2017-04-26T17:37:27.465Z,"Sulawesi, Indonesia",earthquake,,,,,reviewed,us,nc
1984-01-01T09:03:38.850Z,33.683,136.894,368.1,7.2,mw,,,,1.2,us,usp00020z7,2016-11-10T00:22:19.667Z,"near the south coast of western Honshu, Japan",earthquake,,0.9,,,reviewed,us,nc
1983-12-30T23:52:39.930Z,36.372,70.738,214.5,7.4,mw,,,,1,us,usp00020xw,2017-04-26T17:37:26.176Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,nc
1983-12-02T03:09:05.660Z,14.066,-91.924,67.1,7,mw,,,,1.1,us,usp000207b,2017-04-26T17:37:19.603Z,"offshore Guatemala",earthquake,,2,,,reviewed,us,nc
1983-11-30T17:46:00.670Z,-6.852,72.11,10,7.3,mw,,,,1.2,us,usp000205u,2016-11-10T00:53:41.733Z,"Chagos Archipelago region",earthquake,,,,,reviewed,us,nc
1983-11-24T05:30:34.230Z,-7.481,128.168,178.5,7.3,mw,,,,1.2,us,usp000200r,2017-04-26T17:37:18.327Z,"Kepulauan Barat Daya, Indonesia",earthquake,,2.2,,,reviewed,us,nc
1983-10-22T04:21:35.010Z,-60.665,-25.451,24,7.2,mw,,,,1.3,us,usp0001z5e,2016-11-10T00:49:41.760Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,nc
1983-10-04T18:52:13.300Z,-26.535,-70.563,14.8,7.4,mw,,,,1.2,us,usp0001ytj,2017-04-26T17:37:03.427Z,"Atacama, Chile",earthquake,,3.5,,,reviewed,us,nc
1983-08-17T10:55:54.130Z,55.867,161.287,62.6,7.1,mw,,,,1.2,us,usp0001xqy,2017-04-26T17:36:51.223Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,5.4,,,reviewed,us,nc
1983-05-26T02:59:59.600Z,40.462,139.102,23.7,7.4,mw,,,,1.1,us,usp0001vmy,2017-04-26T17:36:32.425Z,"near the west coast of Honshu, Japan",earthquake,,1.7,,,reviewed,us,nc
1983-04-18T10:58:51.260Z,27.793,62.054,64,7,mw,,,,1.2,us,usp0001uj8,2017-04-26T17:36:24.761Z,"Iran-Pakistan border region",earthquake,,3.2,,,reviewed,us,nc
1983-04-12T12:07:54.520Z,-4.843,-78.103,104.2,7,mw,,,,1.2,us,usp0001uct,2017-04-26T17:36:22.902Z,"Peru-Ecuador border region",earthquake,,3.2,,,reviewed,us,nc
1983-04-03T02:50:01.180Z,8.717,-83.123,37,7.1,mw,,,,1,us,usp0001u4p,2017-04-26T17:36:17.967Z,"Costa Rica",earthquake,,,,,reviewed,us,nc
1983-03-18T09:05:50.000Z,-4.883,153.581,88.8,7.6,ms,,,,1.3,us,usp0001tr1,2017-04-13T21:55:18.014Z,"New Ireland region, Papua New Guinea",earthquake,,3,,9,reviewed,us,us
1983-01-26T16:02:21.350Z,-30.383,-179.339,238,7,mw,,,,1.2,us,usp0001smj,2016-11-10T00:24:41.925Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,nc
1983-01-17T12:41:29.700Z,38.026,20.228,14.3,7,mw,,,,1.3,us,usp0001sa1,2017-04-26T17:36:03.653Z,"Greece",earthquake,,1.9,,,reviewed,us,nc
1982-12-19T17:43:54.850Z,-24.133,-175.864,33,7.2,mw,,,,1.5,us,usp0001rj6,2016-11-10T00:55:27.159Z,"south of Tonga",earthquake,,,,,reviewed,us,nc
1982-08-05T20:32:52.950Z,-12.597,165.931,30.7,7,mw,,,,1.4,us,usp0001nvd,2016-11-10T00:42:05.073Z,"Santa Cruz Islands",earthquake,,9.4,,,reviewed,us,nc
1982-07-23T14:23:53.570Z,36.194,141.702,36.6,7.1,mw,,,,1,us,usp0001nkk,2017-04-26T17:35:40.486Z,"near the east coast of Honshu, Japan",earthquake,,3.4,,,reviewed,us,nc
1982-07-07T10:43:03.740Z,-51.225,160.513,10,7,ms,,,,1.3,us,usp0001nap,2016-11-10T02:39:58.906Z,"north of Macquarie Island",earthquake,,,,13,reviewed,us,us
1982-07-04T01:20:06.800Z,27.929,136.967,536,7.1,mw,,,,1,us,usp0001n8w,2016-11-10T00:39:30.947Z,"west of the Bonin Islands, Japan",earthquake,,,,,reviewed,us,nc
1982-06-19T06:21:58.000Z,13.332,-89.387,73,7.3,mw,,,,,iscgem,iscgem597450,2018-04-11T15:52:47.315Z,"offshore El Salvador",earthquake,,,,,automatic,iscgem,iscgem
